instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weather_impact,day_type,holiday_type,day_holiday_type
11984,2012-05-19,2,1,5,12,0,6,0,1,0.66,0.6212,0.36,0.0,276,366,642,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
11985,2012-05-19,2,1,5,13,0,6,0,1,0.7,0.6364,0.37,0.1343,332,372,704,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
11986,2012-05-19,2,1,5,14,0,6,0,1,0.72,0.6515,0.3,0.0896,361,369,730,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
11987,2012-05-19,2,1,5,15,0,6,0,1,0.72,0.6515,0.3,0.1045,356,316,672,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
11988,2012-05-19,2,1,5,16,0,6,0,1,0.74,0.6515,0.3,0.1045,331,311,642,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
11989,2012-05-19,2,1,5,17,0,6,0,1,0.74,0.6515,0.3,0.0896,279,347,626,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
11990,2012-05-19,2,1,5,18,0,6,0,1,0.74,0.6515,0.33,0.0896,254,391,645,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
11991,2012-05-19,2,1,5,19,0,6,0,1,0.7,0.6364,0.39,0.1343,203,229,432,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
11992,2012-05-19,2,1,5,20,0,6,0,1,0.68,0.6364,0.41,0.0896,118,197,315,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
11993,2012-05-19,2,1,5,21,0,6,0,1,0.64,0.6212,0.5,0.0,81,178,259,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
11994,2012-05-19,2,1,5,22,0,6,0,1,0.64,0.6212,0.47,0.0,104,234,338,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
11995,2012-05-19,2,1,5,23,0,6,0,1,0.6,0.6212,0.56,0.1642,71,168,239,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
11996,2012-05-20,2,1,5,0,0,0,0,1,0.58,0.5455,0.53,0.1045,42,128,170,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
11997,2012-05-20,2,1,5,1,0,0,0,1,0.56,0.5303,0.52,0.0,28,102,130,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
11998,2012-05-20,2,1,5,2,0,0,0,1,0.56,0.5303,0.52,0.0,36,62,98,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
11999,2012-05-20,2,1,5,3,0,0,0,1,0.54,0.5152,0.56,0.0896,26,40,66,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12000,2012-05-20,2,1,5,4,0,0,0,1,0.52,0.5,0.68,0.0896,2,14,16,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12001,2012-05-20,2,1,5,5,0,0,0,1,0.5,0.4848,0.72,0.1045,1,7,8,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12002,2012-05-20,2,1,5,6,0,0,0,1,0.5,0.4848,0.63,0.1343,4,21,25,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12003,2012-05-20,2,1,5,7,0,0,0,1,0.52,0.5,0.68,0.194,35,55,90,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12004,2012-05-20,2,1,5,8,0,0,0,1,0.56,0.5303,0.56,0.1642,51,120,171,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12005,2012-05-20,2,1,5,9,0,0,0,1,0.62,0.6212,0.32,0.2537,129,184,313,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12006,2012-05-20,2,1,5,10,0,0,0,1,0.66,0.6212,0.34,0.2985,174,258,432,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12007,2012-05-20,2,1,5,11,0,0,0,1,0.66,0.6212,0.36,0.3284,258,323,581,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12008,2012-05-20,2,1,5,12,0,0,0,1,0.68,0.6364,0.36,0.3284,247,390,637,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12009,2012-05-20,2,1,5,13,0,0,0,1,0.7,0.6364,0.37,0.2836,244,363,607,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12010,2012-05-20,2,1,5,14,0,0,0,1,0.72,0.6515,0.39,0.3881,236,307,543,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12011,2012-05-20,2,1,5,15,0,0,0,2,0.7,0.6364,0.39,0.4179,246,256,502,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12012,2012-05-20,2,1,5,16,0,0,0,1,0.72,0.6515,0.42,0.3582,238,339,577,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12013,2012-05-20,2,1,5,17,0,0,0,1,0.72,0.6515,0.45,0.3284,209,340,549,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12014,2012-05-20,2,1,5,18,0,0,0,1,0.7,0.6515,0.51,0.3284,146,328,474,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12015,2012-05-20,2,1,5,19,0,0,0,1,0.66,0.6212,0.61,0.4179,142,260,402,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12016,2012-05-20,2,1,5,20,0,0,0,1,0.66,0.6212,0.61,0.4179,83,191,274,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12017,2012-05-20,2,1,5,21,0,0,0,1,0.64,0.6061,0.69,0.3881,51,182,233,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12018,2012-05-20,2,1,5,22,0,0,0,1,0.62,0.5909,0.73,0.3284,44,101,145,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12019,2012-05-20,2,1,5,23,0,0,0,3,0.6,0.5758,0.78,0.3582,32,54,86,Light Snow/Rain,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12020,2012-05-21,2,1,5,0,0,1,1,3,0.58,0.5455,0.88,0.2985,12,28,40,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12021,2012-05-21,2,1,5,1,0,1,1,3,0.58,0.5455,0.88,0.3582,4,11,15,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12022,2012-05-21,2,1,5,2,0,1,1,3,0.56,0.5303,0.94,0.2537,2,9,11,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12023,2012-05-21,2,1,5,3,0,1,1,2,0.56,0.5303,0.88,0.2985,0,2,2,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12024,2012-05-21,2,1,5,4,0,1,1,3,0.56,0.5303,0.88,0.2985,2,5,7,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12025,2012-05-21,2,1,5,5,0,1,1,3,0.56,0.5303,0.88,0.2985,1,14,15,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12026,2012-05-21,2,1,5,6,0,1,1,3,0.56,0.5303,0.88,0.2985,3,76,79,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12027,2012-05-21,2,1,5,7,0,1,1,3,0.56,0.5303,0.88,0.2985,7,146,153,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12028,2012-05-21,2,1,5,8,0,1,1,3,0.56,0.5303,0.88,0.2537,12,258,270,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12029,2012-05-21,2,1,5,9,0,1,1,3,0.56,0.5303,0.88,0.2239,14,172,186,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12030,2012-05-21,2,1,5,10,0,1,1,3,0.58,0.5455,0.88,0.2836,28,71,99,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12031,2012-05-21,2,1,5,11,0,1,1,2,0.6,0.5606,0.83,0.1642,24,82,106,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12032,2012-05-21,2,1,5,12,0,1,1,2,0.6,0.5606,0.83,0.2537,46,124,170,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12033,2012-05-21,2,1,5,13,0,1,1,3,0.6,0.5606,0.83,0.2537,49,135,184,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12034,2012-05-21,2,1,5,14,0,1,1,3,0.6,0.5606,0.83,0.194,45,135,180,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12035,2012-05-21,2,1,5,15,0,1,1,2,0.64,0.6061,0.73,0.194,67,158,225,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12036,2012-05-21,2,1,5,16,0,1,1,2,0.64,0.6061,0.73,0.2537,46,269,315,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12037,2012-05-21,2,1,5,17,0,1,1,2,0.66,0.6212,0.69,0.2537,40,468,508,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12038,2012-05-21,2,1,5,18,0,1,1,1,0.64,0.6061,0.73,0.1045,52,478,530,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12039,2012-05-21,2,1,5,19,0,1,1,1,0.66,0.6212,0.69,0.0896,57,391,448,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12040,2012-05-21,2,1,5,20,0,1,1,1,0.64,0.6061,0.69,0.1343,44,292,336,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12041,2012-05-21,2,1,5,21,0,1,1,1,0.62,0.6061,0.69,0.0896,31,210,241,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12042,2012-05-21,2,1,5,22,0,1,1,2,0.62,0.5909,0.73,0.1642,26,116,142,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12043,2012-05-21,2,1,5,23,0,1,1,1,0.62,0.5909,0.73,0.2836,18,79,97,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12044,2012-05-22,2,1,5,0,0,2,1,1,0.58,0.5455,0.83,0.2537,10,26,36,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12045,2012-05-22,2,1,5,1,0,2,1,2,0.58,0.5455,0.83,0.1343,11,16,27,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12046,2012-05-22,2,1,5,2,0,2,1,2,0.58,0.5455,0.83,0.1045,1,10,11,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12047,2012-05-22,2,1,5,3,0,2,1,2,0.58,0.5455,0.83,0.1045,0,5,5,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12048,2012-05-22,2,1,5,4,0,2,1,2,0.56,0.5303,0.88,0.1642,0,7,7,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12049,2012-05-22,2,1,5,5,0,2,1,3,0.56,0.5303,0.88,0.194,0,17,17,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12050,2012-05-22,2,1,5,6,0,2,1,3,0.56,0.5303,0.88,0.1045,8,129,137,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12051,2012-05-22,2,1,5,7,0,2,1,3,0.56,0.5303,0.88,0.1045,9,315,324,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12052,2012-05-22,2,1,5,8,0,2,1,2,0.56,0.5303,0.88,0.1343,20,570,590,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12053,2012-05-22,2,1,5,9,0,2,1,2,0.6,0.5606,0.83,0.1045,46,287,333,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12054,2012-05-22,2,1,5,10,0,2,1,2,0.6,0.5758,0.78,0.0896,52,148,200,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12055,2012-05-22,2,1,5,11,0,2,1,2,0.6,0.5758,0.78,0.0,39,150,189,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12056,2012-05-22,2,1,5,12,0,2,1,2,0.62,0.5909,0.78,0.1045,76,178,254,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12057,2012-05-22,2,1,5,13,0,2,1,2,0.64,0.6061,0.73,0.0,48,195,243,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12058,2012-05-22,2,1,5,14,0,2,1,2,0.64,0.6061,0.73,0.1045,73,149,222,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12059,2012-05-22,2,1,5,15,0,2,1,1,0.7,0.6515,0.61,0.0896,54,191,245,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12060,2012-05-22,2,1,5,16,0,2,1,1,0.68,0.6364,0.61,0.1045,70,316,386,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12061,2012-05-22,2,1,5,17,0,2,1,1,0.72,0.6667,0.54,0.0,69,716,785,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12062,2012-05-22,2,1,5,18,0,2,1,1,0.68,0.6364,0.61,0.1343,76,709,785,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12063,2012-05-22,2,1,5,19,0,2,1,1,0.66,0.6212,0.69,0.2239,44,320,364,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12064,2012-05-22,2,1,5,20,0,2,1,1,0.64,0.6061,0.73,0.2537,54,319,373,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12065,2012-05-22,2,1,5,21,0,2,1,1,0.62,0.5909,0.78,0.1343,28,233,261,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12066,2012-05-22,2,1,5,22,0,2,1,1,0.62,0.5909,0.73,0.0896,17,157,174,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12067,2012-05-22,2,1,5,23,0,2,1,1,0.62,0.5909,0.73,0.1045,14,91,105,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12068,2012-05-23,2,1,5,0,0,3,1,1,0.62,0.5909,0.78,0.1343,19,28,47,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12069,2012-05-23,2,1,5,1,0,3,1,1,0.6,0.5606,0.83,0.1642,23,9,32,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12070,2012-05-23,2,1,5,2,0,3,1,2,0.6,0.5606,0.83,0.1642,2,10,12,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12071,2012-05-23,2,1,5,3,0,3,1,1,0.6,0.5758,0.78,0.1045,0,5,5,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12072,2012-05-23,2,1,5,4,0,3,1,3,0.58,0.5455,0.83,0.194,0,3,3,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12073,2012-05-23,2,1,5,5,0,3,1,3,0.56,0.5303,0.88,0.2537,6,29,35,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12074,2012-05-23,2,1,5,6,0,3,1,1,0.56,0.5303,0.88,0.1045,6,154,160,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12075,2012-05-23,2,1,5,7,0,3,1,1,0.58,0.5455,0.83,0.0,16,452,468,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12076,2012-05-23,2,1,5,8,0,3,1,1,0.58,0.5455,0.83,0.0,38,681,719,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12077,2012-05-23,2,1,5,9,0,3,1,2,0.62,0.5909,0.78,0.0,39,258,297,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12078,2012-05-23,2,1,5,10,0,3,1,1,0.62,0.5909,0.78,0.0896,52,139,191,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12079,2012-05-23,2,1,5,11,0,3,1,1,0.64,0.6061,0.73,0.0,46,151,197,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12080,2012-05-23,2,1,5,12,0,3,1,2,0.66,0.6212,0.69,0.0896,42,206,248,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12081,2012-05-23,2,1,5,13,0,3,1,2,0.66,0.6212,0.74,0.1642,69,201,270,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12082,2012-05-23,2,1,5,14,0,3,1,1,0.68,0.6364,0.65,0.1343,67,181,248,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12083,2012-05-23,2,1,5,15,0,3,1,2,0.7,0.6515,0.61,0.0,65,192,257,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12084,2012-05-23,2,1,5,16,0,3,1,3,0.7,0.6515,0.61,0.0896,62,216,278,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12085,2012-05-23,2,1,5,17,0,3,1,3,0.64,0.6061,0.69,0.1045,45,240,285,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12086,2012-05-23,2,1,5,18,0,3,1,3,0.64,0.6061,0.69,0.1045,31,296,327,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12087,2012-05-23,2,1,5,19,0,3,1,2,0.62,0.5758,0.83,0.1642,40,336,376,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12088,2012-05-23,2,1,5,20,0,3,1,2,0.62,0.5758,0.83,0.0896,28,267,295,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12089,2012-05-23,2,1,5,21,0,3,1,2,0.62,0.5758,0.83,0.0,24,221,245,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12090,2012-05-23,2,1,5,22,0,3,1,2,0.62,0.5758,0.83,0.1642,23,136,159,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12091,2012-05-23,2,1,5,23,0,3,1,1,0.6,0.5606,0.83,0.1343,23,83,106,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12092,2012-05-24,2,1,5,0,0,4,1,1,0.6,0.5606,0.83,0.0896,7,49,56,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12093,2012-05-24,2,1,5,1,0,4,1,1,0.6,0.5455,0.88,0.0896,9,21,30,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12094,2012-05-24,2,1,5,2,0,4,1,1,0.6,0.5455,0.88,0.0,1,15,16,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12095,2012-05-24,2,1,5,3,0,4,1,2,0.6,0.5455,0.88,0.1045,1,3,4,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12096,2012-05-24,2,1,5,4,0,4,1,2,0.6,0.5455,0.88,0.1642,0,5,5,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12097,2012-05-24,2,1,5,5,0,4,1,2,0.6,0.5455,0.88,0.1642,1,29,30,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12098,2012-05-24,2,1,5,6,0,4,1,2,0.6,0.5455,0.88,0.1642,10,146,156,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12099,2012-05-24,2,1,5,7,0,4,1,1,0.6,0.5606,0.83,0.1045,22,393,415,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12100,2012-05-24,2,1,5,8,0,4,1,1,0.62,0.5909,0.73,0.1343,33,659,692,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12101,2012-05-24,2,1,5,9,0,4,1,1,0.62,0.5909,0.73,0.1642,34,267,301,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12102,2012-05-24,2,1,5,10,0,4,1,1,0.64,0.6061,0.65,0.1343,47,138,185,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12103,2012-05-24,2,1,5,11,0,4,1,1,0.66,0.6212,0.65,0.1343,61,160,221,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12104,2012-05-24,2,1,5,12,0,4,1,1,0.7,0.6515,0.58,0.1045,76,213,289,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12105,2012-05-24,2,1,5,13,0,4,1,1,0.72,0.6667,0.54,0.1642,69,233,302,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12106,2012-05-24,2,1,5,14,0,4,1,1,0.74,0.6818,0.55,0.2239,72,180,252,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12107,2012-05-24,2,1,5,15,0,4,1,1,0.74,0.6818,0.55,0.2537,69,222,291,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12108,2012-05-24,2,1,5,16,0,4,1,1,0.74,0.6818,0.55,0.3582,61,329,390,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12109,2012-05-24,2,1,5,17,0,4,1,1,0.74,0.6818,0.55,0.2836,120,678,798,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12110,2012-05-24,2,1,5,18,0,4,1,1,0.72,0.6667,0.54,0.3284,118,634,752,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12111,2012-05-24,2,1,5,19,0,4,1,1,0.7,0.6515,0.61,0.2985,76,416,492,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12112,2012-05-24,2,1,5,20,0,4,1,2,0.66,0.6212,0.69,0.2836,55,343,398,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12113,2012-05-24,2,1,5,21,0,4,1,3,0.64,0.5909,0.78,0.1642,48,237,285,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12114,2012-05-24,2,1,5,22,0,4,1,2,0.64,0.5909,0.78,0.1045,33,210,243,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12115,2012-05-24,2,1,5,23,0,4,1,2,0.64,0.5909,0.78,0.1343,36,131,167,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12116,2012-05-25,2,1,5,0,0,5,1,1,0.62,0.5758,0.83,0.1343,10,63,73,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12117,2012-05-25,2,1,5,1,0,5,1,1,0.62,0.5758,0.83,0.0896,8,34,42,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12118,2012-05-25,2,1,5,2,0,5,1,2,0.62,0.5758,0.83,0.0,7,16,23,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12119,2012-05-25,2,1,5,3,0,5,1,2,0.62,0.5606,0.88,0.1045,8,6,14,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12120,2012-05-25,2,1,5,4,0,5,1,2,0.62,0.5606,0.88,0.0,3,6,9,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12121,2012-05-25,2,1,5,5,0,5,1,2,0.62,0.5606,0.88,0.0896,2,28,30,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12122,2012-05-25,2,1,5,6,0,5,1,2,0.62,0.5606,0.88,0.1045,5,108,113,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12123,2012-05-25,2,1,5,7,0,5,1,2,0.62,0.5606,0.88,0.1642,7,352,359,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12124,2012-05-25,2,1,5,8,0,5,1,2,0.64,0.5758,0.89,0.1045,32,551,583,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12125,2012-05-25,2,1,5,9,0,5,1,2,0.64,0.5758,0.89,0.1343,52,288,340,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12126,2012-05-25,2,1,5,10,0,5,1,1,0.68,0.6364,0.79,0.1642,69,163,232,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12127,2012-05-25,2,1,5,11,0,5,1,1,0.68,0.6364,0.79,0.1343,90,193,283,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12128,2012-05-25,2,1,5,12,0,5,1,1,0.72,0.6818,0.66,0.1045,84,237,321,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12129,2012-05-25,2,1,5,13,0,5,1,1,0.74,0.6818,0.62,0.1343,86,247,333,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12130,2012-05-25,2,1,5,14,0,5,1,1,0.74,0.6818,0.58,0.1343,104,263,367,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12131,2012-05-25,2,1,5,15,0,5,1,1,0.76,0.7121,0.62,0.194,106,360,466,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12132,2012-05-25,2,1,5,16,0,5,1,1,0.78,0.7121,0.52,0.2239,137,447,584,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12133,2012-05-25,2,1,5,17,0,5,1,1,0.76,0.7121,0.62,0.2836,124,529,653,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12134,2012-05-25,2,1,5,18,0,5,1,1,0.76,0.7121,0.62,0.194,131,391,522,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12135,2012-05-25,2,1,5,19,0,5,1,1,0.74,0.6818,0.62,0.2537,111,293,404,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12136,2012-05-25,2,1,5,20,0,5,1,1,0.7,0.6515,0.65,0.1642,80,270,350,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12137,2012-05-25,2,1,5,21,0,5,1,1,0.7,0.6515,0.65,0.1343,62,193,255,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12138,2012-05-25,2,1,5,22,0,5,1,1,0.66,0.6212,0.74,0.1045,65,147,212,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12139,2012-05-25,2,1,5,23,0,5,1,1,0.66,0.6061,0.78,0.2239,34,132,166,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12140,2012-05-26,2,1,5,0,0,6,0,1,0.64,0.5758,0.83,0.1642,18,98,116,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12141,2012-05-26,2,1,5,1,0,6,0,1,0.64,0.5758,0.83,0.1343,18,64,82,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12142,2012-05-26,2,1,5,2,0,6,0,1,0.64,0.5758,0.89,0.1343,9,55,64,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
